amount,is_vpn,hour_of_day,day_of_week,device_type_desktop,device_type_mobile,device_type_tablet,"location_California, USA","location_Florida, USA","location_New York, USA","location_Texas, USA",card_type_credit,card_type_debit,card_type_prepaid
347.85,True,17,3,1,0,0,0,0,1,0,0,0,1
145.12,False,17,5,0,0,1,0,0,1,0,1,0,0
108.73,True,17,6,0,1,0,0,0,0,1,0,1,0
142.74,False,17,2,0,1,0,0,1,0,0,0,0,1
38.91,False,17,6,0,0,1,0,0,1,0,0,1,0
307.43,False,17,2,0,0,1,1,0,0,0,1,0,0
35.87,True,17,0,0,1,0,1,0,0,0,0,0,1
145.08,False,17,2,0,1,0,0,0,1,0,0,0,1
181.54,False,17,0,1,0,0,0,1,0,0,0,0,1
134.31,False,17,2,1,0,0,0,0,0,1,1,0,0
396.13,True,17,1,0,1,0,0,0,1,0,0,1,0
385.33,False,17,2,0,1,0,0,0,0,1,1,0,0
675.63,False,17,0,1,0,0,0,0,1,0,0,1,0
80.1,False,17,2,1,0,0,0,0,0,1,0,0,1
12.18,False,17,2,0,0,1,0,0,0,1,0,0,1
551.29,False,17,3,0,0,1,0,0,1,0,0,0,1
1658.94,False,17,3,1,0,0,0,0,1,0,0,1,0
122.64,False,17,4,0,0,1,0,0,1,0,1,0,0
213.72,True,17,0,0,1,0,1,0,0,0,1,0,0
52.99,True,17,2,0,0,1,0,0,0,1,0,0,1
1286.73,True,17,3,0,0,1,1,0,0,0,0,0,1
378.62,False,17,3,1,0,0,0,1,0,0,0,0,1
967.44,True,17,5,1,0,0,0,0,1,0,0,0,1
112.26,False,17,5,1,0,0,1,0,0,0,0,0,1
596.3,True,17,5,1,0,0,0,0,1,0,0,0,1
173.41,False,17,5,0,1,0,0,0,0,1,1,0,0
458.81,True,17,2,1,0,0,0,0,0,1,0,1,0
169.57,False,17,6,1,0,0,1,0,0,0,1,0,0
44.73,True,17,3,0,0,1,0,0,1,0,0,0,1
220.2,False,17,6,0,0,1,0,1,0,0,0,0,1
105.79,False,17,1,0,1,0,0,0,1,0,0,0,1
176.31,False,17,5,1,0,0,0,0,1,0,1,0,0
255.81,True,17,4,0,0,1,1,0,0,0,1,0,0
411.64,True,17,3,1,0,0,1,0,0,0,0,0,1
486.64,False,17,3,0,0,1,1,0,0,0,1,0,0
49.95,False,17,3,1,0,0,0,1,0,0,0,1,0
461.84,False,17,1,0,1,0,0,0,1,0,0,1,0
308.72,True,17,1,0,0,1,1,0,0,0,1,0,0
85.94,False,17,3,0,0,1,0,0,0,1,0,0,1
247.85,False,17,6,0,1,0,0,1,0,0,1,0,0
90.59,False,17,5,1,0,0,1,0,0,0,0,0,1
402.18,False,17,5,0,1,0,0,1,0,0,0,1,0
99.4,False,17,1,1,0,0,1,0,0,0,0,0,1
357.75,False,17,3,0,1,0,0,0,0,1,1,0,0
88.83,False,17,5,0,1,0,0,0,0,1,1,0,0
192.2,False,17,6,0,1,0,0,0,1,0,0,1,0
567.07,False,17,4,0,1,0,0,0,1,0,0,1,0
239.72,False,17,5,0,1,0,0,0,0,1,1,0,0
293.04,True,17,6,0,1,0,0,0,0,1,1,0,0
36.54,False,17,4,0,1,0,0,0,1,0,0,1,0
30.23,False,17,1,0,0,1,0,0,0,1,1,0,0
633.75,False,17,3,0,1,0,0,0,0,1,0,0,1
369.56,False,17,0,1,0,0,0,1,0,0,0,1,0
78.83,True,17,3,0,0,1,0,1,0,0,0,1,0
33.54,False,17,6,1,0,0,1,0,0,0,0,0,1
27.65,False,17,6,1,0,0,0,0,1,0,1,0,0
106.56,False,17,3,0,1,0,1,0,0,0,0,1,0
244.3,False,17,0,0,0,1,0,1,0,0,0,0,1
464.3,False,17,5,1,0,0,0,0,1,0,1,0,0
2535.47,True,17,5,0,1,0,0,0,0,1,1,0,0
1393.11,True,17,3,0,1,0,0,1,0,0,0,1,0
4.2,False,17,1,0,0,1,0,0,1,0,0,0,1
246.77,False,17,1,1,0,0,0,1,0,0,0,0,1
1003.24,False,17,2,1,0,0,1,0,0,0,0,1,0
71.44,False,17,4,0,1,0,1,0,0,0,0,0,1
89.45,True,17,5,0,0,1,0,1,0,0,0,1,0
1110.46,False,17,1,0,0,1,0,1,0,0,0,1,0
413.45,True,17,2,0,1,0,0,1,0,0,0,1,0
85.78,False,17,2,0,1,0,0,1,0,0,0,1,0
116.21,False,17,3,1,0,0,0,0,1,0,1,0,0
120.37,False,17,0,0,1,0,0,1,0,0,0,1,0
19.35,False,17,2,0,0,1,1,0,0,0,0,1,0
24.91,True,17,3,0,0,1,1,0,0,0,1,0,0
258.05,False,17,4,0,1,0,0,0,0,1,0,1,0
494.72,True,17,4,1,0,0,0,0,1,0,1,0,0
210.5,False,17,6,0,0,1,0,1,0,0,0,1,0
1240.97,False,17,1,0,0,1,0,0,0,1,1,0,0
822.65,False,17,6,1,0,0,1,0,0,0,0,1,0
45.51,True,17,3,0,0,1,0,0,0,1,0,0,1
121.89,True,17,2,1,0,0,0,0,0,1,1,0,0
1731.0,False,17,0,1,0,0,1,0,0,0,0,0,1
417.64,False,17,1,0,1,0,0,1,0,0,1,0,0
40.78,True,17,3,0,1,0,0,0,0,1,1,0,0
172.66,False,17,2,1,0,0,0,1,0,0,0,0,1
11.05,False,17,0,0,1,0,0,0,1,0,0,0,1
549.03,False,17,5,0,0,1,0,0,0,1,1,0,0
194.61,False,17,6,0,0,1,0,0,0,1,0,0,1
40.23,False,17,0,1,0,0,0,0,1,0,1,0,0
413.97,False,17,0,1,0,0,1,0,0,0,0,1,0
1065.88,False,17,1,0,1,0,0,0,0,1,0,0,1
93.31,False,17,0,0,1,0,0,0,0,1,0,1,0
280.09,False,17,2,0,0,1,1,0,0,0,0,0,1
538.99,False,17,0,0,1,0,0,1,0,0,0,0,1
81.41,False,17,2,0,0,1,0,0,0,1,0,0,1
204.71,False,17,1,0,1,0,0,0,0,1,0,1,0
208.37,True,17,4,0,0,1,0,0,0,1,0,1,0
98.57,True,17,5,0,0,1,0,0,0,1,0,0,1
540.16,False,17,1,0,0,1,0,0,1,0,1,0,0
35.31,False,17,3,0,0,1,0,1,0,0,0,0,1
132.07,False,17,4,0,0,1,1,0,0,0,0,0,1
31.9,False,17,4,1,0,0,1,0,0,0,0,1,0
46.45,False,17,1,1,0,0,1,0,0,0,1,0,0
1137.13,False,17,3,1,0,0,0,1,0,0,1,0,0
151.46,False,17,4,0,1,0,0,0,0,1,0,1,0
291.28,False,17,3,0,1,0,0,0,1,0,1,0,0
194.64,False,17,0,1,0,0,0,0,1,0,0,1,0
777.9,True,17,1,0,0,1,0,1,0,0,1,0,0
74.51,False,17,0,1,0,0,1,0,0,0,0,1,0
1825.62,True,17,5,1,0,0,0,0,1,0,0,0,1
11.35,True,17,4,0,1,0,0,0,0,1,0,1,0
944.05,False,17,0,0,0,1,0,0,0,1,0,1,0
604.82,True,17,0,0,1,0,0,0,1,0,0,1,0
402.11,False,17,0,0,1,0,0,0,0,1,0,0,1
1405.31,False,17,4,0,1,0,0,1,0,0,0,0,1
60.68,False,17,1,0,0,1,0,1,0,0,1,0,0
163.42,True,17,5,0,1,0,0,1,0,0,0,1,0
354.19,False,17,1,0,0,1,0,0,1,0,1,0,0
251.16,False,17,0,1,0,0,0,1,0,0,0,0,1
424.5,False,17,5,0,0,1,0,1,0,0,0,0,1
1099.79,False,17,2,0,0,1,0,0,0,1,0,0,1
22.32,True,17,6,0,1,0,0,1,0,0,1,0,0
778.08,False,17,6,1,0,0,0,0,1,0,0,1,0
1314.7,False,17,1,0,1,0,0,0,1,0,0,1,0
623.19,False,17,2,0,1,0,0,0,0,1,0,0,1
205.64,False,17,1,0,0,1,1,0,0,0,0,0,1
244.3,False,17,4,0,1,0,0,1,0,0,0,0,1
41.7,False,17,1,0,0,1,0,1,0,0,1,0,0
127.62,False,17,6,0,0,1,0,0,0,1,0,0,1
201.28,False,17,0,0,1,0,0,1,0,0,1,0,0
74.13,False,17,1,1,0,0,1,0,0,0,1,0,0
16.85,False,17,2,0,1,0,1,0,0,0,0,0,1
44.78,True,17,3,0,1,0,0,1,0,0,1,0,0
45.86,False,17,6,1,0,0,0,0,0,1,0,1,0
46.71,True,17,3,1,0,0,1,0,0,0,0,0,1
109.5,False,17,2,0,0,1,0,1,0,0,0,0,1
807.15,False,17,6,0,1,0,0,1,0,0,0,0,1
267.94,False,17,1,0,1,0,1,0,0,0,0,1,0
208.68,False,17,4,0,1,0,1,0,0,0,0,0,1
1851.92,False,17,5,1,0,0,1,0,0,0,0,1,0
1074.3,False,17,6,0,1,0,0,1,0,0,0,1,0
586.57,True,17,1,0,1,0,1,0,0,0,0,0,1
249.11,False,17,2,0,1,0,0,0,0,1,0,1,0
1212.98,False,17,1,0,0,1,1,0,0,0,0,1,0
266.93,False,17,1,0,1,0,1,0,0,0,0,0,1
896.5,False,17,4,0,1,0,0,0,1,0,0,1,0
14.7,False,17,3,0,1,0,0,0,1,0,1,0,0
4197.26,False,17,0,1,0,0,0,1,0,0,1,0,0
94.28,True,17,4,1,0,0,1,0,0,0,0,1,0
94.79,True,17,1,0,1,0,0,0,0,1,0,1,0
172.93,False,17,3,1,0,0,0,0,1,0,1,0,0
1505.87,True,17,4,0,0,1,1,0,0,0,1,0,0
736.87,False,17,2,0,1,0,0,0,1,0,0,1,0
529.07,False,17,3,0,0,1,0,1,0,0,0,0,1
478.55,False,17,4,1,0,0,0,0,0,1,1,0,0
154.59,False,17,6,1,0,0,0,0,0,1,0,0,1
184.7,False,17,6,1,0,0,0,0,0,1,0,1,0
1037.11,False,17,4,0,1,0,0,0,1,0,1,0,0
143.35,True,17,4,0,1,0,1,0,0,0,0,1,0
514.05,True,17,6,1,0,0,0,1,0,0,0,0,1
262.31,False,17,4,0,0,1,1,0,0,0,0,0,1
4536.23,True,17,0,1,0,0,0,1,0,0,0,0,1
427.38,False,17,6,0,0,1,0,1,0,0,0,0,1
330.28,True,17,1,0,1,0,0,0,1,0,1,0,0
126.95,True,17,0,0,1,0,0,0,1,0,0,0,1
250.4,True,17,1,0,0,1,0,1,0,0,0,1,0
398.56,False,17,0,0,0,1,0,0,1,0,0,1,0
166.28,False,17,3,0,0,1,0,0,0,1,1,0,0
939.23,True,17,2,0,1,0,1,0,0,0,1,0,0
228.16,True,17,1,1,0,0,0,0,1,0,0,1,0
743.42,False,17,3,0,1,0,0,1,0,0,0,0,1
310.59,True,17,4,1,0,0,0,0,0,1,0,1,0
638.75,False,17,4,0,1,0,1,0,0,0,0,1,0
2057.39,False,17,2,1,0,0,0,1,0,0,0,0,1
81.38,False,17,2,0,1,0,0,0,1,0,0,0,1
376.67,False,17,1,0,0,1,0,0,1,0,0,1,0
88.74,False,17,6,0,1,0,1,0,0,0,1,0,0
1250.03,False,17,5,1,0,0,0,0,0,1,0,1,0
193.59,False,17,5,0,0,1,0,0,1,0,0,1,0
1261.28,False,17,1,0,0,1,0,1,0,0,0,0,1
446.44,False,17,3,0,1,0,1,0,0,0,0,0,1
538.38,False,17,2,1,0,0,0,0,1,0,0,1,0
208.34,False,17,2,0,1,0,0,1,0,0,1,0,0
203.78,False,17,5,0,1,0,0,0,0,1,0,0,1
808.67,True,17,2,1,0,0,0,1,0,0,0,1,0
531.44,False,17,3,0,0,1,0,0,0,1,0,1,0
318.75,False,17,5,1,0,0,0,0,1,0,0,0,1
363.36,True,17,5,0,1,0,1,0,0,0,0,1,0
224.7,True,17,2,1,0,0,1,0,0,0,1,0,0
108.33,True,17,0,0,1,0,0,1,0,0,0,1,0
446.85,False,17,1,0,0,1,1,0,0,0,1,0,0
48.65,False,17,2,0,1,0,0,1,0,0,0,1,0
1118.42,False,17,5,1,0,0,0,0,0,1,0,1,0
2333.57,False,17,5,0,1,0,0,0,0,1,0,0,1
359.89,False,17,3,1,0,0,0,1,0,0,0,1,0
178.32,True,17,6,0,1,0,0,1,0,0,0,0,1
1748.55,False,17,3,0,0,1,0,0,0,1,0,0,1
373.86,False,17,1,1,0,0,0,1,0,0,0,1,0
27.29,False,17,0,0,1,0,0,1,0,0,1,0,0
154.4,False,17,6,0,0,1,0,0,0,1,1,0,0
148.52,False,17,0,0,0,1,0,0,0,1,1,0,0
424.28,False,17,4,0,0,1,1,0,0,0,0,0,1
550.73,False,17,1,1,0,0,0,0,0,1,1,0,0
6.09,False,17,5,0,1,0,0,0,1,0,0,1,0
621.03,False,17,3,0,1,0,0,0,0,1,0,0,1
46.33,True,17,1,0,1,0,0,0,0,1,0,0,1
153.58,False,17,6,1,0,0,0,0,1,0,0,1,0
72.56,False,17,3,1,0,0,0,1,0,0,1,0,0
421.87,True,17,0,1,0,0,0,0,1,0,0,0,1
362.64,False,17,3,0,0,1,1,0,0,0,1,0,0
192.72,False,17,3,1,0,0,0,0,0,1,0,0,1
157.45,False,17,2,1,0,0,0,1,0,0,0,0,1
554.18,False,17,6,1,0,0,0,1,0,0,0,1,0
454.92,False,17,1,1,0,0,0,0,1,0,1,0,0
292.1,False,17,4,0,0,1,0,0,1,0,1,0,0
300.33,False,17,5,0,1,0,0,1,0,0,0,0,1
97.42,False,17,0,0,1,0,0,0,1,0,0,1,0
213.43,False,17,4,0,1,0,0,1,0,0,1,0,0
11.8,True,17,5,0,1,0,0,0,1,0,1,0,0
87.96,False,17,1,0,0,1,0,0,0,1,0,0,1
507.42,False,17,0,1,0,0,0,1,0,0,0,0,1
365.68,False,17,4,0,1,0,0,1,0,0,0,0,1
2.35,False,17,4,0,0,1,0,1,0,0,0,0,1
15.63,True,17,1,0,0,1,0,0,1,0,0,1,0
1153.46,False,17,0,1,0,0,0,0,0,1,1,0,0
927.98,False,17,0,1,0,0,1,0,0,0,0,1,0
392.59,False,17,3,1,0,0,0,1,0,0,0,0,1
158.72,True,17,2,0,1,0,1,0,0,0,0,0,1
64.75,False,17,0,0,1,0,0,0,1,0,1,0,0
136.13,True,17,4,0,0,1,0,0,0,1,0,1,0
329.28,True,17,6,0,0,1,1,0,0,0,0,1,0
229.24,True,17,4,1,0,0,0,1,0,0,0,1,0
263.73,False,17,5,0,0,1,1,0,0,0,0,1,0
82.69,False,17,2,0,0,1,0,0,0,1,0,0,1
474.02,False,17,3,0,1,0,0,0,1,0,0,1,0
444.95,False,17,5,0,1,0,0,1,0,0,1,0,0
1092.49,True,17,6,1,0,0,0,0,1,0,1,0,0
278.89,False,17,5,0,1,0,0,0,0,1,0,0,1
20.74,False,17,3,1,0,0,0,0,1,0,0,1,0
6.46,False,17,4,0,0,1,0,0,1,0,0,1,0
1585.24,True,17,1,0,0,1,0,1,0,0,0,0,1
39.23,False,17,2,0,0,1,0,0,0,1,0,0,1
1245.5,False,17,0,1,0,0,0,0,1,0,1,0,0
132.67,False,17,4,1,0,0,0,0,1,0,0,0,1
55.47,False,17,2,0,0,1,0,1,0,0,1,0,0
38.5,False,17,4,0,1,0,0,0,1,0,0,1,0
1603.25,False,17,6,1,0,0,1,0,0,0,1,0,0
913.71,False,17,4,0,1,0,0,1,0,0,0,0,1
103.95,True,17,5,0,0,1,0,0,1,0,0,0,1
1649.37,True,17,0,0,0,1,0,0,1,0,0,0,1
897.9,False,17,6,0,0,1,0,1,0,0,0,0,1
259.47,False,17,0,1,0,0,1,0,0,0,0,1,0
310.77,False,17,6,0,0,1,0,0,0,1,0,0,1
660.44,False,17,2,1,0,0,1,0,0,0,0,1,0
363.85,False,17,0,1,0,0,0,0,0,1,1,0,0
21.75,True,17,4,0,0,1,0,1,0,0,0,1,0
41.71,True,17,4,1,0,0,1,0,0,0,0,1,0
101.36,False,17,5,0,0,1,0,0,1,0,0,1,0
732.96,False,17,6,1,0,0,0,1,0,0,0,0,1
958.96,False,17,5,1,0,0,1,0,0,0,0,0,1
407.16,False,17,5,0,1,0,0,1,0,0,0,1,0
689.81,True,17,6,0,1,0,1,0,0,0,0,1,0
1102.99,False,17,4,1,0,0,0,0,1,0,0,1,0
785.88,False,17,5,1,0,0,1,0,0,0,0,1,0
17.53,False,17,4,0,1,0,1,0,0,0,1,0,0
22.57,False,17,4,1,0,0,0,0,0,1,1,0,0
242.77,False,17,4,1,0,0,0,0,0,1,0,1,0
68.17,False,17,3,0,0,1,0,1,0,0,0,1,0
278.4,True,17,2,0,0,1,0,1,0,0,0,1,0
154.29,False,17,2,0,1,0,0,0,1,0,0,1,0
906.42,False,17,6,0,0,1,1,0,0,0,1,0,0
10.12,True,17,5,1,0,0,0,0,1,0,0,0,1
455.49,False,17,3,0,0,1,1,0,0,0,0,0,1
67.98,False,17,4,0,1,0,0,1,0,0,1,0,0
255.26,True,17,2,0,0,1,0,0,1,0,0,1,0
68.79,False,17,6,1,0,0,0,0,0,1,0,1,0
394.44,False,17,4,0,1,0,0,1,0,0,0,1,0
188.57,True,17,5,0,1,0,1,0,0,0,0,1,0
1875.87,True,17,3,0,0,1,1,0,0,0,1,0,0
96.64,False,17,2,1,0,0,0,1,0,0,0,0,1
163.0,False,17,3,0,1,0,0,0,1,0,0,1,0
260.37,False,17,4,1,0,0,0,0,1,0,0,0,1
483.96,False,17,2,0,1,0,0,0,1,0,0,1,0
79.92,True,17,1,1,0,0,1,0,0,0,0,1,0
338.04,False,17,2,0,1,0,1,0,0,0,1,0,0
149.76,True,17,1,0,0,1,0,1,0,0,0,0,1
19.56,True,17,5,0,1,0,0,0,0,1,0,0,1
381.86,True,17,3,0,0,1,0,0,0,1,0,1,0
323.86,False,17,2,1,0,0,0,0,0,1,0,1,0
283.31,False,17,1,0,1,0,1,0,0,0,0,1,0
276.27,False,17,1,1,0,0,0,0,1,0,0,1,0
227.6,False,17,0,0,1,0,1,0,0,0,0,1,0
1046.61,True,17,2,0,0,1,0,0,1,0,1,0,0
2274.42,False,17,6,0,1,0,0,0,0,1,0,0,1
608.64,False,17,1,0,0,1,1,0,0,0,1,0,0
999.78,False,17,2,1,0,0,0,0,1,0,1,0,0
1702.05,True,17,2,0,0,1,0,0,0,1,0,1,0
730.52,False,17,1,1,0,0,1,0,0,0,1,0,0
9.1,True,17,0,0,0,1,0,0,0,1,1,0,0
99.79,False,17,1,1,0,0,0,0,0,1,0,0,1
120.73,False,17,2,1,0,0,0,0,1,0,1,0,0
387.61,False,17,6,1,0,0,1,0,0,0,1,0,0
9.64,True,17,1,0,1,0,0,1,0,0,1,0,0
278.31,False,17,3,0,0,1,0,1,0,0,0,1,0
1354.27,False,17,3,0,0,1,0,0,0,1,0,0,1
164.86,True,17,2,1,0,0,0,1,0,0,0,1,0
388.82,False,17,2,0,1,0,0,0,1,0,0,1,0
2090.11,False,17,3,0,0,1,0,0,0,1,0,1,0
146.86,False,17,5,0,1,0,0,1,0,0,0,1,0
995.29,True,17,3,0,1,0,0,0,0,1,1,0,0
89.94,False,17,4,1,0,0,0,0,1,0,0,1,0
45.54,True,17,5,1,0,0,0,0,1,0,0,0,1
73.22,False,17,4,0,1,0,0,1,0,0,0,1,0
145.45,False,17,0,0,1,0,0,0,0,1,0,1,0
834.95,False,17,1,1,0,0,0,0,0,1,0,0,1
131.09,False,17,0,0,0,1,0,0,0,1,1,0,0
144.18,False,17,1,1,0,0,0,1,0,0,1,0,0
24.95,True,17,6,0,0,1,0,1,0,0,0,0,1
20.45,False,17,3,1,0,0,0,0,1,0,1,0,0
133.57,False,17,4,0,0,1,0,0,0,1,0,0,1
56.14,False,17,5,0,0,1,0,0,1,0,0,0,1
634.74,False,17,0,1,0,0,0,1,0,0,0,1,0
264.86,True,17,1,0,0,1,0,0,1,0,0,1,0
129.49,True,17,6,1,0,0,0,0,0,1,0,1,0
508.32,False,17,0,1,0,0,0,1,0,0,0,0,1
548.71,False,17,5,1,0,0,1,0,0,0,1,0,0
46.28,False,17,2,1,0,0,0,1,0,0,1,0,0
869.66,False,17,1,1,0,0,0,1,0,0,0,0,1
72.07,False,17,4,1,0,0,0,1,0,0,0,0,1
1452.84,False,17,1,0,1,0,0,1,0,0,0,0,1
1262.5,False,17,0,0,0,1,0,1,0,0,0,0,1
68.82,False,17,6,1,0,0,0,1,0,0,0,1,0
485.1,False,17,3,0,0,1,1,0,0,0,0,0,1
1620.02,True,17,2,0,1,0,0,1,0,0,0,0,1
1679.57,False,17,3,1,0,0,0,0,0,1,0,1,0
1149.77,False,17,5,0,0,1,0,0,1,0,0,0,1
2079.96,False,17,2,0,1,0,1,0,0,0,0,0,1
81.48,False,17,2,1,0,0,0,0,0,1,0,0,1
41.87,False,17,5,1,0,0,1,0,0,0,0,0,1
990.5,False,17,2,0,0,1,0,1,0,0,0,0,1
30.62,False,17,5,0,1,0,0,1,0,0,0,1,0
84.41,True,17,5,1,0,0,0,0,1,0,0,1,0
233.28,True,17,4,0,1,0,0,0,1,0,1,0,0
100.47,False,17,6,0,1,0,0,1,0,0,1,0,0
349.96,False,17,5,0,1,0,1,0,0,0,1,0,0
50.66,True,17,0,0,1,0,1,0,0,0,0,1,0
497.96,False,17,3,0,1,0,1,0,0,0,0,0,1
101.96,False,17,2,0,0,1,0,0,1,0,0,1,0
274.56,False,17,0,0,1,0,0,1,0,0,0,1,0
713.49,False,17,5,0,0,1,1,0,0,0,1,0,0
34.97,False,17,1,0,1,0,0,1,0,0,0,0,1
247.02,True,17,1,1,0,0,0,1,0,0,0,0,1
821.02,False,17,0,0,0,1,0,0,1,0,1,0,0
71.45,False,17,1,0,0,1,0,0,1,0,1,0,0
49.25,False,17,2,0,1,0,0,0,1,0,0,0,1
166.57,False,17,0,0,0,1,0,0,0,1,0,1,0
209.74,False,17,2,1,0,0,0,1,0,0,0,0,1
146.16,False,17,1,1,0,0,1,0,0,0,1,0,0
918.88,False,17,2,0,1,0,0,0,0,1,0,0,1
609.56,True,17,3,0,1,0,1,0,0,0,1,0,0
1105.67,False,17,0,0,0,1,1,0,0,0,0,1,0
384.01,False,17,0,0,1,0,0,1,0,0,1,0,0
66.52,False,17,6,0,1,0,0,1,0,0,1,0,0
335.19,False,17,5,0,0,1,0,0,0,1,0,0,1
307.51,True,17,2,1,0,0,0,0,1,0,1,0,0
482.91,False,17,2,1,0,0,0,1,0,0,0,0,1
676.83,False,17,5,0,1,0,0,0,1,0,0,1,0
190.24,False,17,0,0,0,1,0,0,0,1,1,0,0
268.75,False,17,1,1,0,0,0,0,1,0,1,0,0
144.88,False,17,1,1,0,0,0,0,0,1,0,1,0
331.13,True,17,6,0,0,1,1,0,0,0,0,0,1
611.67,False,17,0,1,0,0,0,1,0,0,0,1,0
110.84,False,17,4,0,1,0,0,0,0,1,1,0,0
2735.05,False,17,1,0,0,1,1,0,0,0,1,0,0
379.5,False,17,6,1,0,0,1,0,0,0,1,0,0
459.1,False,17,4,0,0,1,1,0,0,0,1,0,0
78.83,False,17,4,1,0,0,0,0,0,1,1,0,0
83.9,True,17,2,1,0,0,0,0,0,1,0,0,1
123.2,True,17,4,1,0,0,1,0,0,0,0,1,0
310.61,True,17,6,1,0,0,1,0,0,0,0,0,1
952.66,False,17,2,1,0,0,0,1,0,0,0,0,1
81.56,False,17,1,0,1,0,0,1,0,0,1,0,0
143.68,True,17,2,0,1,0,1,0,0,0,0,1,0
460.64,False,17,0,0,1,0,0,0,0,1,0,1,0
120.61,True,17,2,1,0,0,0,0,0,1,1,0,0
2902.16,False,17,1,0,1,0,0,0,1,0,0,1,0
313.92,True,17,1,0,1,0,1,0,0,0,0,1,0
21.77,False,17,3,0,1,0,0,0,0,1,0,1,0
230.77,False,17,3,1,0,0,0,0,1,0,0,1,0
198.28,False,17,0,0,1,0,1,0,0,0,1,0,0
272.14,True,17,2,0,0,1,0,1,0,0,1,0,0
8.57,True,17,3,0,0,1,0,0,0,1,1,0,0
333.57,False,17,1,0,0,1,0,0,1,0,0,1,0
824.59,False,17,4,0,1,0,0,0,1,0,1,0,0
243.26,False,17,5,1,0,0,0,1,0,0,1,0,0
183.38,False,17,4,0,0,1,0,0,1,0,0,0,1
516.46,False,17,2,0,0,1,1,0,0,0,0,1,0
262.44,False,17,6,0,1,0,0,0,1,0,0,0,1
421.5,True,17,6,0,0,1,1,0,0,0,1,0,0
715.46,False,17,6,1,0,0,0,0,1,0,0,0,1
148.65,False,17,6,0,0,1,0,0,0,1,1,0,0
134.77,False,17,1,0,0,1,1,0,0,0,1,0,0
397.14,False,17,5,1,0,0,0,1,0,0,0,0,1
1206.98,False,17,3,0,0,1,0,0,0,1,0,0,1
32.53,True,17,3,1,0,0,0,0,1,0,1,0,0
333.46,False,17,4,0,1,0,0,0,0,1,0,1,0
